> SIRV101
  54:1029|ffe8064b-1498-4cc4-a85a-8fedd1760523_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=109152_ch=435_start_time=2019-04-13T17:47:58Z_strand=-_strand=+ 35 36 193
  131:2134|0ec0a614-8384-405f-9449-e44385527e7d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=22473_ch=164_start_time=2019-04-12T20:30:02Z_strand=+_strand=+ 1755 1488 142
  111:680|e401e609-f303-4e22-945d-a454361a7557_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=61394_ch=124_start_time=2019-04-13T13:06:24Z_strand=+_strand=+ 21 0 158
  103:646|1813e6f2-93ad-4455-8146-87c1ba85ba3f_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=90563_ch=433_start_time=2019-04-13T13:21:19Z_strand=+_strand=+ 186 123 327
  109:671|20f9321b-820c-476f-ba90-9417cd8239af_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=58623_ch=269_start_time=2019-04-13T06:00:44Z_strand=+_strand=+ 19 0 76
  109:628|46224c98-5a2c-49d5-a215-cd1f819353ba_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=27181_ch=499_start_time=2019-04-12T21:43:01Z_strand=+_strand=+ 20 22 80
  109:628|46224c98-5a2c-49d5-a215-cd1f819353ba_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=27181_ch=499_start_time=2019-04-12T21:43:01Z_strand=+_strand=+ 183 128 299
  108:2046|38c047ca-9e50-4d75-86ce-ee186540e46a_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25390_ch=375_start_time=2019-04-12T21:29:53Z_strand=+_strand=+ 27 0 190
  108:2046|38c047ca-9e50-4d75-86ce-ee186540e46a_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25390_ch=375_start_time=2019-04-12T21:29:53Z_strand=+_strand=+ 224 204 1007
  108:2046|38c047ca-9e50-4d75-86ce-ee186540e46a_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25390_ch=375_start_time=2019-04-12T21:29:53Z_strand=+_strand=+ 1281 1298 62
  108:2046|38c047ca-9e50-4d75-86ce-ee186540e46a_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25390_ch=375_start_time=2019-04-12T21:29:53Z_strand=+_strand=+ 1600 1373 179
  108:2046|38c047ca-9e50-4d75-86ce-ee186540e46a_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25390_ch=375_start_time=2019-04-12T21:29:53Z_strand=+_strand=+ 1809 1593 69
  57:570|e0e03617-f7d9-4390-a4e4-6edb4fa944d3_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=37001_ch=263_start_time=2019-04-13T00:49:23Z_strand=-_strand=+ 0 1 56
  57:570|e0e03617-f7d9-4390-a4e4-6edb4fa944d3_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=37001_ch=263_start_time=2019-04-13T00:49:23Z_strand=-_strand=+ 188 136 223
  57:570|e0e03617-f7d9-4390-a4e4-6edb4fa944d3_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=37001_ch=263_start_time=2019-04-13T00:49:23Z_strand=-_strand=+ 412 368 73
  102:658|d32e42af-6561-46d9-a2c5-b0f5fe53ef0d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=7061_ch=182_start_time=2019-04-12T17:09:23Z_strand=+_strand=+ 63 44 107
  106:625|e602bbdd-5505-4734-b2d3-503c6c266833_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=16392_ch=307_start_time=2019-04-12T19:06:45Z_strand=+_strand=+ 2 1 114
  106:625|e602bbdd-5505-4734-b2d3-503c6c266833_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=16392_ch=307_start_time=2019-04-12T19:06:45Z_strand=+_strand=+ 256 202 239
  108:651|48c54c36-a6e9-454f-bab5-9c405a02a100_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=46470_ch=249_start_time=2019-04-13T01:59:48Z_strand=+_strand=+ 29 7 56
  108:651|48c54c36-a6e9-454f-bab5-9c405a02a100_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=46470_ch=249_start_time=2019-04-13T01:59:48Z_strand=+_strand=+ 95 74 75
  47:2068|a8fc0373-eb5f-46cb-960b-b52a5e85deed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=78182_ch=136_start_time=2019-04-13T07:17:57Z_strand=-_strand=+ 80 52 219
  47:2068|a8fc0373-eb5f-46cb-960b-b52a5e85deed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=78182_ch=136_start_time=2019-04-13T07:17:57Z_strand=-_strand=+ 367 344 144
  47:2068|a8fc0373-eb5f-46cb-960b-b52a5e85deed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=78182_ch=136_start_time=2019-04-13T07:17:57Z_strand=-_strand=+ 535 524 157
  47:2068|a8fc0373-eb5f-46cb-960b-b52a5e85deed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=78182_ch=136_start_time=2019-04-13T07:17:57Z_strand=-_strand=+ 723 707 147
  47:2068|a8fc0373-eb5f-46cb-960b-b52a5e85deed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=78182_ch=136_start_time=2019-04-13T07:17:57Z_strand=-_strand=+ 899 885 80
  47:2068|a8fc0373-eb5f-46cb-960b-b52a5e85deed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=78182_ch=136_start_time=2019-04-13T07:17:57Z_strand=-_strand=+ 1006 991 151
  47:2068|a8fc0373-eb5f-46cb-960b-b52a5e85deed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=78182_ch=136_start_time=2019-04-13T07:17:57Z_strand=-_strand=+ 1206 1192 164
  47:2068|a8fc0373-eb5f-46cb-960b-b52a5e85deed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=78182_ch=136_start_time=2019-04-13T07:17:57Z_strand=-_strand=+ 1651 1373 113
  47:2068|a8fc0373-eb5f-46cb-960b-b52a5e85deed_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=78182_ch=136_start_time=2019-04-13T07:17:57Z_strand=-_strand=+ 1819 1537 74
  100:996|0902b90d-9379-4bcc-b98c-d5f7f03bc824_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=41409_ch=204_start_time=2019-04-13T01:36:32Z_strand=+_strand=+ 3 1414 318
  100:996|0902b90d-9379-4bcc-b98c-d5f7f03bc824_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=41409_ch=204_start_time=2019-04-13T01:36:32Z_strand=+_strand=+ 342 1929 509
  108:2113|173c3f39-62d1-48c3-9c2a-a94948ed294d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=16722_ch=229_start_time=2019-04-12T19:19:14Z_strand=+_strand=+ 37 9 1355
  108:2113|173c3f39-62d1-48c3-9c2a-a94948ed294d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=16722_ch=229_start_time=2019-04-12T19:19:14Z_strand=+_strand=+ 1651 1374 342
  55:580|22b86661-8cfe-4709-a1f3-82847cbf09c8_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=7658_ch=487_start_time=2019-04-12T17:19:01Z_strand=-_strand=+ 2 0 115
  55:580|22b86661-8cfe-4709-a1f3-82847cbf09c8_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=7658_ch=487_start_time=2019-04-12T17:19:01Z_strand=-_strand=+ 183 123 317
  110:2129|0290b7a0-ba43-426e-b0b7-3d98a8d8721e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=76560_ch=261_start_time=2019-04-13T12:01:37Z_strand=+_strand=+ 31 5 597
  110:2129|0290b7a0-ba43-426e-b0b7-3d98a8d8721e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=76560_ch=261_start_time=2019-04-13T12:01:37Z_strand=+_strand=+ 643 616 757
  110:2129|0290b7a0-ba43-426e-b0b7-3d98a8d8721e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=76560_ch=261_start_time=2019-04-13T12:01:37Z_strand=+_strand=+ 1690 1409 118
  110:2129|0290b7a0-ba43-426e-b0b7-3d98a8d8721e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=76560_ch=261_start_time=2019-04-13T12:01:37Z_strand=+_strand=+ 1844 1562 109
  49:584|03c9eb66-897f-4a89-bd1d-1f679f67123e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=124894_ch=291_start_time=2019-04-13T22:09:09Z_strand=-_strand=+ 89 1380 95
  49:584|03c9eb66-897f-4a89-bd1d-1f679f67123e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=124894_ch=291_start_time=2019-04-13T22:09:09Z_strand=-_strand=+ 264 1481 184
  53:582|84ffbb97-0646-425d-a57b-f907a053c95c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=50256_ch=349_start_time=2019-04-13T04:59:27Z_strand=-_strand=+ 3 4 109
  53:582|84ffbb97-0646-425d-a57b-f907a053c95c_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=50256_ch=349_start_time=2019-04-13T04:59:27Z_strand=-_strand=+ 179 123 318
  110:627|386c138f-33b1-4ed1-8726-19a797152d7d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=35904_ch=412_start_time=2019-04-12T23:52:45Z_strand=+_strand=+ 315 263 182
  94:628|1adeba2f-c9bc-4fbc-92d7-9dc7d3721242_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=31181_ch=78_start_time=2019-04-12T23:16:43Z_strand=+_strand=+ 5 0 104
  94:628|1adeba2f-c9bc-4fbc-92d7-9dc7d3721242_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=31181_ch=78_start_time=2019-04-12T23:16:43Z_strand=+_strand=+ 197 131 308
  122:2155|0bfbfabf-5311-40ec-8c07-c847e692b472_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=44244_ch=300_start_time=2019-04-13T02:52:36Z_strand=+_strand=+ 27 0 669
  122:2155|0bfbfabf-5311-40ec-8c07-c847e692b472_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=44244_ch=300_start_time=2019-04-13T02:52:36Z_strand=+_strand=+ 720 691 177
  122:2155|0bfbfabf-5311-40ec-8c07-c847e692b472_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=44244_ch=300_start_time=2019-04-13T02:52:36Z_strand=+_strand=+ 910 885 78
  122:2155|0bfbfabf-5311-40ec-8c07-c847e692b472_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=44244_ch=300_start_time=2019-04-13T02:52:36Z_strand=+_strand=+ 1021 1004 196
  122:2155|0bfbfabf-5311-40ec-8c07-c847e692b472_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=44244_ch=300_start_time=2019-04-13T02:52:36Z_strand=+_strand=+ 1231 1212 161
  122:2155|0bfbfabf-5311-40ec-8c07-c847e692b472_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=44244_ch=300_start_time=2019-04-13T02:52:36Z_strand=+_strand=+ 1671 1381 40
  122:2155|0bfbfabf-5311-40ec-8c07-c847e692b472_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=44244_ch=300_start_time=2019-04-13T02:52:36Z_strand=+_strand=+ 1789 1497 98
  122:2155|0bfbfabf-5311-40ec-8c07-c847e692b472_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=44244_ch=300_start_time=2019-04-13T02:52:36Z_strand=+_strand=+ 1921 1632 100
  114:991|690c7205-d86a-4edf-b66c-7c16f8a112e0_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=66434_ch=1_start_time=2019-04-13T06:52:13Z_strand=+_strand=+ 3 1411 109
  114:991|690c7205-d86a-4edf-b66c-7c16f8a112e0_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=66434_ch=1_start_time=2019-04-13T06:52:13Z_strand=+_strand=+ 129 1544 56
  114:991|690c7205-d86a-4edf-b66c-7c16f8a112e0_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=66434_ch=1_start_time=2019-04-13T06:52:13Z_strand=+_strand=+ 268 1682 42
  114:991|690c7205-d86a-4edf-b66c-7c16f8a112e0_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=66434_ch=1_start_time=2019-04-13T06:52:13Z_strand=+_strand=+ 340 1934 305
  114:991|690c7205-d86a-4edf-b66c-7c16f8a112e0_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=66434_ch=1_start_time=2019-04-13T06:52:13Z_strand=+_strand=+ 654 2247 170
> SIRV501
  112:644|45119979-a93d-4903-a9a8-87839274af82_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=85112_ch=377_start_time=2019-04-13T11:35:25Z_strand=+_strand=+ 32 3 62
  112:644|45119979-a93d-4903-a9a8-87839274af82_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=85112_ch=377_start_time=2019-04-13T11:35:25Z_strand=+_strand=+ 264 293 61
  112:644|45119979-a93d-4903-a9a8-87839274af82_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=85112_ch=377_start_time=2019-04-13T11:35:25Z_strand=+_strand=+ 344 373 67
  56:954|a23755a1-d138-489e-8efb-f119e679daf4_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25626_ch=468_start_time=2019-04-12T21:49:08Z_strand=-_strand=+ 35 1593 290
  111:2034|41db0ab9-916e-4d46-8f20-4f974cbe6077_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25379_ch=354_start_time=2019-04-12T21:18:37Z_strand=+_strand=+ 105 316 84
  111:2034|41db0ab9-916e-4d46-8f20-4f974cbe6077_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25379_ch=354_start_time=2019-04-12T21:18:37Z_strand=+_strand=+ 236 448 81
  111:2034|41db0ab9-916e-4d46-8f20-4f974cbe6077_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25379_ch=354_start_time=2019-04-12T21:18:37Z_strand=+_strand=+ 336 548 85
  111:2034|41db0ab9-916e-4d46-8f20-4f974cbe6077_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25379_ch=354_start_time=2019-04-12T21:18:37Z_strand=+_strand=+ 496 717 459
  111:2034|41db0ab9-916e-4d46-8f20-4f974cbe6077_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25379_ch=354_start_time=2019-04-12T21:18:37Z_strand=+_strand=+ 1118 1341 42
  111:2034|41db0ab9-916e-4d46-8f20-4f974cbe6077_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25379_ch=354_start_time=2019-04-12T21:18:37Z_strand=+_strand=+ 1195 1420 101
  111:2034|41db0ab9-916e-4d46-8f20-4f974cbe6077_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=25379_ch=354_start_time=2019-04-12T21:18:37Z_strand=+_strand=+ 1595 1559 245
  103:619|928adbe8-90aa-4e09-a437-da8aa954ff83_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=34181_ch=490_start_time=2019-04-12T23:43:42Z_strand=+_strand=+ 29 2 88
  103:619|928adbe8-90aa-4e09-a437-da8aa954ff83_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=34181_ch=490_start_time=2019-04-12T23:43:42Z_strand=+_strand=+ 193 109 60
  103:619|928adbe8-90aa-4e09-a437-da8aa954ff83_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=34181_ch=490_start_time=2019-04-12T23:43:42Z_strand=+_strand=+ 261 291 229
  113:651|1100c8ab-664f-4843-ae1b-d3ce74d08925_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=18884_ch=480_start_time=2019-04-12T19:54:24Z_strand=+_strand=+ 28 0 87
  113:651|1100c8ab-664f-4843-ae1b-d3ce74d08925_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=18884_ch=480_start_time=2019-04-12T19:54:24Z_strand=+_strand=+ 183 94 72
  113:651|1100c8ab-664f-4843-ae1b-d3ce74d08925_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=18884_ch=480_start_time=2019-04-12T19:54:24Z_strand=+_strand=+ 289 307 220
  112:642|750a846a-89ca-48ad-902e-6e6a079e895a_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42526_ch=289_start_time=2019-04-13T00:43:36Z_strand=+_strand=+ 33 5 76
  112:642|750a846a-89ca-48ad-902e-6e6a079e895a_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42526_ch=289_start_time=2019-04-13T00:43:36Z_strand=+_strand=+ 180 97 69
  112:642|750a846a-89ca-48ad-902e-6e6a079e895a_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=42526_ch=289_start_time=2019-04-13T00:43:36Z_strand=+_strand=+ 261 292 197
  109:660|697c0212-a08b-4871-acf6-59e8dc1fd379_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=39464_ch=119_start_time=2019-04-13T00:39:28Z_strand=+_strand=+ 269 143 156
  51:2049|755d7857-da47-4b51-a5df-e161873bd01b_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=20536_ch=480_start_time=2019-04-12T20:20:11Z_strand=-_strand=+ 64 12 131
  51:2049|755d7857-da47-4b51-a5df-e161873bd01b_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=20536_ch=480_start_time=2019-04-12T20:20:11Z_strand=-_strand=+ 223 290 638
  51:2049|755d7857-da47-4b51-a5df-e161873bd01b_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=20536_ch=480_start_time=2019-04-12T20:20:11Z_strand=-_strand=+ 869 1000 499
  51:2049|755d7857-da47-4b51-a5df-e161873bd01b_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=20536_ch=480_start_time=2019-04-12T20:20:11Z_strand=-_strand=+ 1643 1538 313
  104:625|efb6f275-7a9e-48d8-85ce-52ccc4901887_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=45044_ch=329_start_time=2019-04-13T02:19:48Z_strand=+_strand=+ 323 222 102
  53:603|d204a8ab-1faf-4c72-94da-15cec6c7b1a6_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=85852_ch=282_start_time=2019-04-13T12:04:52Z_strand=-_strand=+ 50 18 70
  53:603|d204a8ab-1faf-4c72-94da-15cec6c7b1a6_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=85852_ch=282_start_time=2019-04-13T12:04:52Z_strand=-_strand=+ 189 94 72
  53:603|d204a8ab-1faf-4c72-94da-15cec6c7b1a6_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=85852_ch=282_start_time=2019-04-13T12:04:52Z_strand=-_strand=+ 284 300 234
  54:603|0a63e173-ec9a-4b4b-b78a-9b6fded3b14e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=52016_ch=257_start_time=2019-04-13T03:45:12Z_strand=-_strand=+ 126 91 37
  54:603|0a63e173-ec9a-4b4b-b78a-9b6fded3b14e_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=52016_ch=257_start_time=2019-04-13T03:45:12Z_strand=-_strand=+ 340 219 104
  131:2134|0ec0a614-8384-405f-9449-e44385527e7d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=22473_ch=164_start_time=2019-04-12T20:30:02Z_strand=+_strand=+ 58 7 136
  131:2134|0ec0a614-8384-405f-9449-e44385527e7d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=22473_ch=164_start_time=2019-04-12T20:30:02Z_strand=+_strand=+ 260 324 384
  131:2134|0ec0a614-8384-405f-9449-e44385527e7d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=22473_ch=164_start_time=2019-04-12T20:30:02Z_strand=+_strand=+ 652 718 211
  131:2134|0ec0a614-8384-405f-9449-e44385527e7d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=22473_ch=164_start_time=2019-04-12T20:30:02Z_strand=+_strand=+ 888 1020 358
  131:2134|0ec0a614-8384-405f-9449-e44385527e7d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=22473_ch=164_start_time=2019-04-12T20:30:02Z_strand=+_strand=+ 1254 1392 128
  131:2134|0ec0a614-8384-405f-9449-e44385527e7d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=22473_ch=164_start_time=2019-04-12T20:30:02Z_strand=+_strand=+ 1642 1522 104
  131:2134|0ec0a614-8384-405f-9449-e44385527e7d_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=22473_ch=164_start_time=2019-04-12T20:30:02Z_strand=+_strand=+ 1755 1638 142
  111:680|e401e609-f303-4e22-945d-a454361a7557_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=61394_ch=124_start_time=2019-04-13T13:06:24Z_strand=+_strand=+ 49 0 130
  111:680|e401e609-f303-4e22-945d-a454361a7557_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=61394_ch=124_start_time=2019-04-13T13:06:24Z_strand=+_strand=+ 285 148 155
  103:646|1813e6f2-93ad-4455-8146-87c1ba85ba3f_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=90563_ch=433_start_time=2019-04-13T13:21:19Z_strand=+_strand=+ 186 95 74
  103:646|1813e6f2-93ad-4455-8146-87c1ba85ba3f_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=90563_ch=433_start_time=2019-04-13T13:21:19Z_strand=+_strand=+ 271 292 242
  109:671|20f9321b-820c-476f-ba90-9417cd8239af_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=58623_ch=269_start_time=2019-04-13T06:00:44Z_strand=+_strand=+ 45 0 50
  109:671|20f9321b-820c-476f-ba90-9417cd8239af_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=58623_ch=269_start_time=2019-04-13T06:00:44Z_strand=+_strand=+ 273 143 62
  109:671|20f9321b-820c-476f-ba90-9417cd8239af_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=58623_ch=269_start_time=2019-04-13T06:00:44Z_strand=+_strand=+ 390 266 60
  109:628|46224c98-5a2c-49d5-a215-cd1f819353ba_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=27181_ch=499_start_time=2019-04-12T21:43:01Z_strand=+_strand=+ 26 0 74
  109:628|46224c98-5a2c-49d5-a215-cd1f819353ba_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=27181_ch=499_start_time=2019-04-12T21:43:01Z_strand=+_strand=+ 183 100 65
  109:628|46224c98-5a2c-49d5-a215-cd1f819353ba_runid=8c239806e6f576cd17d6b7d532976b1fe830f9c6_sampleid=pcs109_sirv_mix2_LC_read=27181_ch=499_start_time=2019-04-12T21:43:01Z_strand=+_strand=+ 270 304 212
